Participant,UnityTime,CurrentSession,ConstrictedSize,DilatedSize,CurrentStimuli,StimuliStartSize,StimuliEndSize,StimuliPupilSize,PupilSizeChanging,PupilDataActive,LeftPupilSize,RightPupilSize,Frame
2,13:21:46:747,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.370193,3.170807,3371
2,13:21:46:759,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.370193,3.170807,3372
2,13:21:46:763,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.370346,3.171021,3372
2,13:21:46:774,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.370346,3.171021,3373
2,13:21:46:779,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.39209,3.180725,3373
2,13:21:46:791,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.39209,3.180725,3374
2,13:21:46:797,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.40332,3.163864,3374
2,13:21:46:808,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.40332,3.163864,3375
2,13:21:46:812,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.423523,3.164185,3375
2,13:21:46:823,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.423523,3.164185,3376
2,13:21:46:828,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.423721,3.164246,3376
2,13:21:46:838,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.423721,3.164246,3377
2,13:21:46:843,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.424133,3.167252,3377
2,13:21:46:854,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.424133,3.167252,3378
2,13:21:46:858,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.424286,3.169785,3378
2,13:21:46:869,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.424286,3.169785,3379
2,13:21:46:873,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.47023,3.181702,3379
2,13:21:46:884,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.47023,3.181702,3380
2,13:21:46:888,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.460663,3.183731,3380
2,13:21:46:900,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.460663,3.183731,3381
2,13:21:46:905,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.46051,3.185593,3381
2,13:21:46:916,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.46051,3.185593,3382
2,13:21:46:921,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.441879,3.193527,3382
2,13:21:46:932,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.441879,3.193527,3383
2,13:21:46:937,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.441437,3.193512,3383
2,13:21:46:948,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.441437,3.193512,3384
2,13:21:46:952,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.441406,3.206268,3384
2,13:21:46:963,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.441406,3.206268,3385
2,13:21:46:968,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.434418,3.193405,3385
2,13:21:46:979,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.434418,3.193405,3386
2,13:21:46:983,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.434082,3.203201,3386
2,13:21:46:996,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.434082,3.203201,3387
2,13:21:47:001,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.46048,3.205978,3387
2,13:21:47:012,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.46048,3.205978,3388
2,13:21:47:017,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.468491,3.205765,3388
2,13:21:47:028,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.468491,3.205765,3389
2,13:21:47:033,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.470322,3.20607,3389
2,13:21:47:044,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.470322,3.20607,3390
2,13:21:47:049,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.467789,3.211273,3390
2,13:21:47:060,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.467789,3.211273,3391
2,13:21:47:065,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.467346,3.227859,3391
2,13:21:47:076,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.467346,3.227859,3392
2,13:21:47:080,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.466721,3.230103,3392
2,13:21:47:092,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.466721,3.230103,3393
2,13:21:47:096,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.466309,3.229935,3393
2,13:21:47:107,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.466309,3.229935,3394
2,13:21:47:112,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.451477,3.234741,3394
2,13:21:47:123,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.451477,3.234741,3395
2,13:21:47:127,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.419678,3.227859,3395
2,13:21:47:137,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.419678,3.227859,3396
2,13:21:47:142,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.389465,3.234894,3396
2,13:21:47:153,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.389465,3.234894,3397
2,13:21:47:158,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.386902,3.242126,3397
2,13:21:47:169,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.386902,3.242126,3398
2,13:21:47:173,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.386398,3.230026,3398
2,13:21:47:184,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.386398,3.230026,3399
2,13:21:47:189,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.38356,3.230103,3399
2,13:21:47:201,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.38356,3.230103,3400
2,13:21:47:205,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.382019,3.226761,3400
2,13:21:47:216,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.382019,3.226761,3401
2,13:21:47:221,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.410843,3.213181,3401
2,13:21:47:232,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.410843,3.213181,3402
2,13:21:47:236,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.4104,3.213455,3402
2,13:21:47:247,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.4104,3.213455,3403
2,13:21:47:252,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.420731,3.213577,3403
2,13:21:47:263,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.420731,3.213577,3404
2,13:21:47:268,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.42099,3.211014,3404
2,13:21:47:279,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.42099,3.211014,3405
2,13:21:47:283,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.358795,3.209824,3405
2,13:21:47:294,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.358795,3.209824,3406
2,13:21:47:299,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.359619,3.218491,3406
2,13:21:47:310,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.359619,3.218491,3407
2,13:21:47:314,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.359985,3.218185,3407
2,13:21:47:324,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.359985,3.218185,3408
2,13:21:47:329,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.356918,3.21048,3408
2,13:21:47:341,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.356918,3.21048,3409
2,13:21:47:344,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.360611,3.21846,3409
2,13:21:47:356,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.360611,3.21846,3410
2,13:21:47:360,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.376617,3.218414,3410
2,13:21:47:371,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.376617,3.218414,3411
2,13:21:47:375,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.355103,3.189087,3411
2,13:21:47:386,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.355103,3.189087,3412
2,13:21:47:390,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.356995,3.195923,3412
2,13:21:47:403,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.356995,3.195923,3413
2,13:21:47:408,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.354919,3.195801,3413
2,13:21:47:419,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.354919,3.195801,3414
2,13:21:47:423,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.355225,3.187042,3414
2,13:21:47:434,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.355225,3.187042,3415
2,13:21:47:438,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.354996,3.188705,3415
2,13:21:47:449,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.354996,3.188705,3416
2,13:21:47:453,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.353287,3.194672,3416
2,13:21:47:464,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.353287,3.194672,3417
2,13:21:47:469,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.345093,3.194641,3417
2,13:21:47:480,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.345093,3.194641,3418
2,13:21:47:484,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.344513,3.201401,3418
2,13:21:47:494,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.344513,3.201401,3419
2,13:21:47:499,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.344406,3.201385,3419
2,13:21:47:512,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.344406,3.201385,3420
2,13:21:47:516,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.344711,3.194519,3420
2,13:21:47:527,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.344711,3.194519,3421
2,13:21:47:531,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.348923,3.199203,3421
2,13:21:47:531,1,2.358643,4.867157,Eyes,0,1,0,False,True,3.348923,3.199203,3421
2,13:21:47:531,1,2.358643,4.867157,Eyes,0,1,0.00381205,True,True,3.348923,3.199203,3421
2,13:21:47:543,1,2.358643,4.867157,Eyes,0,1,0.00381205,True,True,3.348923,3.199203,3422
2,13:21:47:548,1,2.358643,4.867157,Eyes,0,1,0.00381205,True,True,3.376022,3.202042,3422
2,13:21:47:548,1,2.358643,4.867157,Eyes,0,1,0.007836275,True,True,3.376022,3.202042,3422
2,13:21:47:558,1,2.358643,4.867157,Eyes,0,1,0.007836275,True,True,3.376022,3.202042,3423
2,13:21:47:562,1,2.358643,4.867157,Eyes,0,1,0.007836275,True,True,3.375946,3.20253,3423
2,13:21:47:562,1,2.358643,4.867157,Eyes,0,1,0.01182007,True,True,3.375946,3.20253,3423
2,13:21:47:574,1,2.358643,4.867157,Eyes,0,1,0.01182007,True,True,3.375946,3.20253,3424
2,13:21:47:578,1,2.358643,4.867157,Eyes,0,1,0.01182007,True,True,3.376114,3.202316,3424
2,13:21:47:578,1,2.358643,4.867157,Eyes,0,1,0.0156247,True,True,3.376114,3.202316,3424
2,13:21:47:589,1,2.358643,4.867157,Eyes,0,1,0.0156247,True,True,3.376114,3.202316,3425
2,13:21:47:593,1,2.358643,4.867157,Eyes,0,1,0.0156247,True,True,3.383774,3.20253,3425
2,13:21:47:593,1,2.358643,4.867157,Eyes,0,1,0.01939237,True,True,3.383774,3.20253,3425
2,13:21:47:606,1,2.358643,4.867157,Eyes,0,1,0.01939237,True,True,3.383774,3.20253,3426
2,13:21:47:611,1,2.358643,4.867157,Eyes,0,1,0.01939237,True,True,3.398361,3.205917,3426
2,13:21:47:611,1,2.358643,4.867157,Eyes,0,1,0.02372705,True,True,3.398361,3.205917,3426
2,13:21:47:622,1,2.358643,4.867157,Eyes,0,1,0.02372705,True,True,3.398361,3.205917,3427
2,13:21:47:627,1,2.358643,4.867157,Eyes,0,1,0.02372705,True,True,3.398483,3.213104,3427
2,13:21:47:627,1,2.358643,4.867157,Eyes,0,1,0.02770837,True,True,3.398483,3.213104,3427
2,13:21:47:638,1,2.358643,4.867157,Eyes,0,1,0.02770837,True,True,3.398483,3.213104,3428
2,13:21:47:643,1,2.358643,4.867157,Eyes,0,1,0.02770837,True,True,3.41449,3.228516,3428
2,13:21:47:643,1,2.358643,4.867157,Eyes,0,1,0.03168165,True,True,3.41449,3.228516,3428
2,13:21:47:654,1,2.358643,4.867157,Eyes,0,1,0.03168165,True,True,3.41449,3.228516,3429
2,13:21:47:658,1,2.358643,4.867157,Eyes,0,1,0.03168165,True,True,3.423019,3.228409,3429
2,13:21:47:658,1,2.358643,4.867157,Eyes,0,1,0.03564113,True,True,3.423019,3.228409,3429
2,13:21:47:670,1,2.358643,4.867157,Eyes,0,1,0.03564113,True,True,3.423019,3.228409,3430
2,13:21:47:674,1,2.358643,4.867157,Eyes,0,1,0.03564113,True,True,3.423233,3.253845,3430
2,13:21:47:674,1,2.358643,4.867157,Eyes,0,1,0.03958227,True,True,3.423233,3.253845,3430
2,13:21:47:685,1,2.358643,4.867157,Eyes,0,1,0.03958227,True,True,3.423233,3.253845,3431
2,13:21:47:690,1,2.358643,4.867157,Eyes,0,1,0.03958227,True,True,3.423203,3.282196,3431
2,13:21:47:690,1,2.358643,4.867157,Eyes,0,1,0.04345685,True,True,3.423203,3.282196,3431
2,13:21:47:701,1,2.358643,4.867157,Eyes,0,1,0.04345685,True,True,3.423203,3.282196,3432
2,13:21:47:706,1,2.358643,4.867157,Eyes,0,1,0.04345685,True,True,3.418427,3.282028,3432
2,13:21:47:706,1,2.358643,4.867157,Eyes,0,1,0.04745832,True,True,3.418427,3.282028,3432
2,13:21:47:718,1,2.358643,4.867157,Eyes,0,1,0.04745832,True,True,3.418427,3.282028,3433
2,13:21:47:722,1,2.358643,4.867157,Eyes,0,1,0.04745832,True,True,3.413834,3.281448,3433
2,13:21:47:722,1,2.358643,4.867157,Eyes,0,1,0.05165085,True,True,3.413834,3.281448,3433
2,13:21:47:733,1,2.358643,4.867157,Eyes,0,1,0.05165085,True,True,3.413834,3.281448,3434
2,13:21:47:738,1,2.358643,4.867157,Eyes,0,1,0.05165085,True,True,3.413666,3.281494,3434
2,13:21:47:738,1,2.358643,4.867157,Eyes,0,1,0.05554847,True,True,3.413666,3.281494,3434
2,13:21:47:748,1,2.358643,4.867157,Eyes,0,1,0.05554847,True,True,3.413666,3.281494,3435
2,13:21:47:753,1,2.358643,4.867157,Eyes,0,1,0.05554847,True,True,3.418015,3.272232,3435
2,13:21:47:753,1,2.358643,4.867157,Eyes,0,1,0.05931745,True,True,3.418015,3.272232,3435
2,13:21:47:766,1,2.358643,4.867157,Eyes,0,1,0.05931745,True,True,3.418015,3.272232,3436
2,13:21:47:770,1,2.358643,4.867157,Eyes,0,1,0.05931745,True,True,3.411621,3.253387,3436
2,13:21:47:770,1,2.358643,4.867157,Eyes,0,1,0.06355357,True,True,3.411621,3.253387,3436
2,13:21:47:782,1,2.358643,4.867157,Eyes,0,1,0.06355357,True,True,3.411621,3.253387,3437
2,13:21:47:786,1,2.358643,4.867157,Eyes,0,1,0.06355357,True,True,3.411484,3.266083,3437
2,13:21:47:786,1,2.358643,4.867157,Eyes,0,1,0.06756767,True,True,3.411484,3.266083,3437
2,13:21:47:797,1,2.358643,4.867157,Eyes,0,1,0.06756767,True,True,3.411484,3.266083,3438
2,13:21:47:801,1,2.358643,4.867157,Eyes,0,1,0.06756767,True,True,3.388885,3.257584,3438
2,13:21:47:801,1,2.358643,4.867157,Eyes,0,1,0.07141492,True,True,3.388885,3.257584,3438
2,13:21:47:814,1,2.358643,4.867157,Eyes,0,1,0.07141492,True,True,3.388885,3.257584,3439
2,13:21:47:818,1,2.358643,4.867157,Eyes,0,1,0.07141492,True,True,3.394623,3.256866,3439
2,13:21:47:818,1,2.358643,4.867157,Eyes,0,1,0.07563662,True,True,3.394623,3.256866,3439
2,13:21:47:829,1,2.358643,4.867157,Eyes,0,1,0.07563662,True,True,3.394623,3.256866,3440
2,13:21:47:833,1,2.358643,4.867157,Eyes,0,1,0.07563662,True,True,3.415512,3.257156,3440
2,13:21:47:833,1,2.358643,4.867157,Eyes,0,1,0.07932432,True,True,3.415512,3.257156,3440
2,13:21:47:844,1,2.358643,4.867157,Eyes,0,1,0.07932432,True,True,3.415512,3.257156,3441
2,13:21:47:848,1,2.358643,4.867157,Eyes,0,1,0.07932432,True,True,3.411377,3.257065,3441
2,13:21:47:848,1,2.358643,4.867157,Eyes,0,1,0.08321207,True,True,3.411377,3.257065,3441
2,13:21:47:859,1,2.358643,4.867157,Eyes,0,1,0.08321207,True,True,3.411377,3.257065,3442
2,13:21:47:863,1,2.358643,4.867157,Eyes,0,1,0.08321207,True,True,3.394501,3.256531,3442
2,13:21:47:863,1,2.358643,4.867157,Eyes,0,1,0.08689277,True,True,3.394501,3.256531,3442
2,13:21:47:875,1,2.358643,4.867157,Eyes,0,1,0.08689277,True,True,3.394501,3.256531,3443
2,13:21:47:880,1,2.358643,4.867157,Eyes,0,1,0.08689277,True,True,3.395004,3.251221,3443
2,13:21:47:880,1,2.358643,4.867157,Eyes,0,1,0.09080997,True,True,3.395004,3.251221,3443
2,13:21:47:892,1,2.358643,4.867157,Eyes,0,1,0.09080997,True,True,3.395004,3.251221,3444
2,13:21:47:896,1,2.358643,4.867157,Eyes,0,1,0.09080997,True,True,3.414841,3.251144,3444
2,13:21:47:896,1,2.358643,4.867157,Eyes,0,1,0.09507205,True,True,3.414841,3.251144,3444
2,13:21:47:908,1,2.358643,4.867157,Eyes,0,1,0.09507205,True,True,3.414841,3.251144,3445
2,13:21:47:912,1,2.358643,4.867157,Eyes,0,1,0.09507205,True,True,3.408112,3.25943,3445
2,13:21:47:912,1,2.358643,4.867157,Eyes,0,1,0.0990361,True,True,3.408112,3.25943,3445
2,13:21:47:924,1,2.358643,4.867157,Eyes,0,1,0.0990361,True,True,3.408112,3.25943,3446
2,13:21:47:929,1,2.358643,4.867157,Eyes,0,1,0.0990361,True,True,3.408157,3.259018,3446
2,13:21:47:929,1,2.358643,4.867157,Eyes,0,1,0.1031664,True,True,3.408157,3.259018,3446
2,13:21:47:939,1,2.358643,4.867157,Eyes,0,1,0.1031664,True,True,3.408157,3.259018,3447
2,13:21:47:943,1,2.358643,4.867157,Eyes,0,1,0.1031664,True,True,3.408173,3.259262,3447
2,13:21:47:943,1,2.358643,4.867157,Eyes,0,1,0.1070715,True,True,3.408173,3.259262,3447
2,13:21:47:955,1,2.358643,4.867157,Eyes,0,1,0.1070715,True,True,3.408173,3.259262,3448
2,13:21:47:959,1,2.358643,4.867157,Eyes,0,1,0.1070715,True,True,3.408142,3.259094,3448
2,13:21:47:959,1,2.358643,4.867157,Eyes,0,1,0.1107697,True,True,3.408142,3.259094,3448
2,13:21:47:970,1,2.358643,4.867157,Eyes,0,1,0.1107697,True,True,3.408142,3.259094,3449
2,13:21:47:974,1,2.358643,4.867157,Eyes,0,1,0.1107697,True,True,3.418518,3.258896,3449
2,13:21:47:974,1,2.358643,4.867157,Eyes,0,1,0.1145695,True,True,3.418518,3.258896,3449
2,13:21:47:986,1,2.358643,4.867157,Eyes,0,1,0.1145695,True,True,3.418518,3.258896,3450
2,13:21:47:990,1,2.358643,4.867157,Eyes,0,1,0.1145695,True,True,3.433823,3.25885,3450
2,13:21:47:990,1,2.358643,4.867157,Eyes,0,1,0.1185278,True,True,3.433823,3.25885,3450
2,13:21:48:001,1,2.358643,4.867157,Eyes,0,1,0.1185278,True,True,3.433823,3.25885,3451
2,13:21:48:005,1,2.358643,4.867157,Eyes,0,1,0.1185278,True,True,3.435699,3.258972,3451
2,13:21:48:005,1,2.358643,4.867157,Eyes,0,1,0.1223459,True,True,3.435699,3.258972,3451
2,13:21:48:019,1,2.358643,4.867157,Eyes,0,1,0.1223459,True,True,3.435699,3.258972,3452
2,13:21:48:023,1,2.358643,4.867157,Eyes,0,1,0.1223459,True,True,3.417999,3.269333,3452
2,13:21:48:023,1,2.358643,4.867157,Eyes,0,1,0.1267439,True,True,3.417999,3.269333,3452
2,13:21:48:036,1,2.358643,4.867157,Eyes,0,1,0.1267439,True,True,3.417999,3.269333,3453
2,13:21:48:040,1,2.358643,4.867157,Eyes,0,1,0.1267439,True,True,3.444763,3.269485,3453
2,13:21:48:040,1,2.358643,4.867157,Eyes,0,1,0.1311349,True,True,3.444763,3.269485,3453
2,13:21:48:052,1,2.358643,4.867157,Eyes,0,1,0.1311349,True,True,3.444763,3.269485,3454
2,13:21:48:056,1,2.358643,4.867157,Eyes,0,1,0.1311349,True,True,3.456757,3.2724,3454
2,13:21:48:056,1,2.358643,4.867157,Eyes,0,1,0.1351001,True,True,3.456757,3.2724,3454
2,13:21:48:068,1,2.358643,4.867157,Eyes,0,1,0.1351001,True,True,3.456757,3.2724,3455
2,13:21:48:072,1,2.358643,4.867157,Eyes,0,1,0.1351001,True,True,3.464279,3.273071,3455
2,13:21:48:072,1,2.358643,4.867157,Eyes,0,1,0.1390338,True,True,3.464279,3.273071,3455
2,13:21:48:083,1,2.358643,4.867157,Eyes,0,1,0.1390338,True,True,3.464279,3.273071,3456
2,13:21:48:088,1,2.358643,4.867157,Eyes,0,1,0.1390338,True,True,3.449585,3.240356,3456
2,13:21:48:088,1,2.358643,4.867157,Eyes,0,1,0.1429443,True,True,3.449585,3.240356,3456
2,13:21:48:099,1,2.358643,4.867157,Eyes,0,1,0.1429443,True,True,3.449585,3.240356,3457
2,13:21:48:103,1,2.358643,4.867157,Eyes,0,1,0.1429443,True,True,3.463577,3.272736,3457
2,13:21:48:103,1,2.358643,4.867157,Eyes,0,1,0.1469305,True,True,3.463577,3.272736,3457
2,13:21:48:114,1,2.358643,4.867157,Eyes,0,1,0.1469305,True,True,3.463577,3.272736,3458
2,13:21:48:119,1,2.358643,4.867157,Eyes,0,1,0.1469305,True,True,3.449203,3.256653,3458
2,13:21:48:119,1,2.358643,4.867157,Eyes,0,1,0.1506248,True,True,3.449203,3.256653,3458
2,13:21:48:130,1,2.358643,4.867157,Eyes,0,1,0.1506248,True,True,3.449203,3.256653,3459
2,13:21:48:135,1,2.358643,4.867157,Eyes,0,1,0.1506248,True,True,3.449036,3.256653,3459
2,13:21:48:135,1,2.358643,4.867157,Eyes,0,1,0.1546403,True,True,3.449036,3.256653,3459
2,13:21:48:146,1,2.358643,4.867157,Eyes,0,1,0.1546403,True,True,3.449036,3.256653,3460
2,13:21:48:150,1,2.358643,4.867157,Eyes,0,1,0.1546403,True,True,3.458557,3.256226,3460
2,13:21:48:150,1,2.358643,4.867157,Eyes,0,1,0.1585422,True,True,3.458557,3.256226,3460
2,13:21:48:161,1,2.358643,4.867157,Eyes,0,1,0.1585422,True,True,3.458557,3.256226,3461
2,13:21:48:166,1,2.358643,4.867157,Eyes,0,1,0.1585422,True,True,3.458908,3.277542,3461
2,13:21:48:166,1,2.358643,4.867157,Eyes,0,1,0.1625034,True,True,3.458908,3.277542,3461
2,13:21:48:177,1,2.358643,4.867157,Eyes,0,1,0.1625034,True,True,3.458908,3.277542,3462
2,13:21:48:182,1,2.358643,4.867157,Eyes,0,1,0.1625034,True,True,3.459091,3.285294,3462
2,13:21:48:182,1,2.358643,4.867157,Eyes,0,1,0.1663361,True,True,3.459091,3.285294,3462
2,13:21:48:193,1,2.358643,4.867157,Eyes,0,1,0.1663361,True,True,3.459091,3.285294,3463
2,13:21:48:198,1,2.358643,4.867157,Eyes,0,1,0.1663361,True,True,3.45195,3.28511,3463
2,13:21:48:198,1,2.358643,4.867157,Eyes,0,1,0.1703042,True,True,3.45195,3.28511,3463
2,13:21:48:208,1,2.358643,4.867157,Eyes,0,1,0.1703042,True,True,3.45195,3.28511,3464
2,13:21:48:213,1,2.358643,4.867157,Eyes,0,1,0.1703042,True,True,3.459854,3.285004,3464
2,13:21:48:213,1,2.358643,4.867157,Eyes,0,1,0.1743622,True,True,3.459854,3.285004,3464
2,13:21:48:226,1,2.358643,4.867157,Eyes,0,1,0.1743622,True,True,3.459854,3.285004,3465
2,13:21:48:231,1,2.358643,4.867157,Eyes,0,1,0.1743622,True,True,3.460052,3.285324,3465
2,13:21:48:231,1,2.358643,4.867157,Eyes,0,1,0.1787576,True,True,3.460052,3.285324,3465
2,13:21:48:242,1,2.358643,4.867157,Eyes,0,1,0.1787576,True,True,3.460052,3.285324,3466
2,13:21:48:246,1,2.358643,4.867157,Eyes,0,1,0.1787576,True,True,3.460022,3.299271,3466
2,13:21:48:246,1,2.358643,4.867157,Eyes,0,1,0.1825674,True,True,3.460022,3.299271,3466
2,13:21:48:257,1,2.358643,4.867157,Eyes,0,1,0.1825674,True,True,3.460022,3.299271,3467
2,13:21:48:262,1,2.358643,4.867157,Eyes,0,1,0.1825674,True,True,3.447266,3.28511,3467
2,13:21:48:262,1,2.358643,4.867157,Eyes,0,1,0.1864438,True,True,3.447266,3.28511,3467
2,13:21:48:273,1,2.358643,4.867157,Eyes,0,1,0.1864438,True,True,3.447266,3.28511,3468
2,13:21:48:277,1,2.358643,4.867157,Eyes,0,1,0.1864438,True,True,3.452911,3.284943,3468
2,13:21:48:277,1,2.358643,4.867157,Eyes,0,1,0.190333,True,True,3.452911,3.284943,3468
2,13:21:48:288,1,2.358643,4.867157,Eyes,0,1,0.190333,True,True,3.452911,3.284943,3469
2,13:21:48:293,1,2.358643,4.867157,Eyes,0,1,0.190333,True,True,3.45253,3.284958,3469
2,13:21:48:293,1,2.358643,4.867157,Eyes,0,1,0.1942084,True,True,3.45253,3.284958,3469
2,13:21:48:304,1,2.358643,4.867157,Eyes,0,1,0.1942084,True,True,3.45253,3.284958,3470
2,13:21:48:308,1,2.358643,4.867157,Eyes,0,1,0.1942084,True,True,3.465424,3.277939,3470
2,13:21:48:308,1,2.358643,4.867157,Eyes,0,1,0.1981436,True,True,3.465424,3.277939,3470
2,13:21:48:319,1,2.358643,4.867157,Eyes,0,1,0.1981436,True,True,3.465424,3.277939,3471
2,13:21:48:324,1,2.358643,4.867157,Eyes,0,1,0.1981436,True,True,3.448059,3.298492,3471
2,13:21:48:324,1,2.358643,4.867157,Eyes,0,1,0.2020997,True,True,3.448059,3.298492,3471
2,13:21:48:334,1,2.358643,4.867157,Eyes,0,1,0.2020997,True,True,3.448059,3.298492,3472
2,13:21:48:340,1,2.358643,4.867157,Eyes,0,1,0.2020997,True,True,3.447922,3.308472,3472
2,13:21:48:340,1,2.358643,4.867157,Eyes,0,1,0.2059882,True,True,3.447922,3.308472,3472
2,13:21:48:351,1,2.358643,4.867157,Eyes,0,1,0.2059882,True,True,3.447922,3.308472,3473
2,13:21:48:355,1,2.358643,4.867157,Eyes,0,1,0.2059882,True,True,3.447968,3.308365,3473
2,13:21:48:355,1,2.358643,4.867157,Eyes,0,1,0.2098181,True,True,3.447968,3.308365,3473
2,13:21:48:366,1,2.358643,4.867157,Eyes,0,1,0.2098181,True,True,3.447968,3.308365,3474
2,13:21:48:370,1,2.358643,4.867157,Eyes,0,1,0.2098181,True,True,3.447449,3.308334,3474
2,13:21:48:370,1,2.358643,4.867157,Eyes,0,1,0.213651,True,True,3.447449,3.308334,3474
2,13:21:48:381,1,2.358643,4.867157,Eyes,0,1,0.213651,True,True,3.447449,3.308334,3475
2,13:21:48:385,1,2.358643,4.867157,Eyes,0,1,0.213651,True,True,3.447479,3.308441,3475
